,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Houston,59.44%,60.67%,54.44%,62.28%,57.56%,46.93%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
1,2,Denver,59.33%,58.33%,58.22%,61.67%,55.83%,51.02%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
2,3,Jacksonville,58.82%,51.00%,45.56%,64.61%,54.96%,46.00%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
3,4,Kansas City,57.89%,63.07%,62.11%,57.56%,58.11%,61.24%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
4,5,Cincinnati,57.56%,54.93%,54.56%,52.78%,60.74%,55.58%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
5,6,San Francisco,56.93%,46.04%,60.56%,62.39%,53.30%,54.33%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
6,7,Arizona,56.40%,56.48%,38.00%,49.78%,66.33%,50.27%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
7,8,Washington,56.38%,59.04%,55.00%,53.22%,61.11%,50.09%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
8,9,New Orleans,55.53%,58.44%,58.22%,50.67%,58.78%,48.09%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
9,10,Green Bay,55.07%,52.70%,31.33%,64.72%,48.63%,56.12%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
10,11,NY Giants,54.33%,60.37%,68.67%,58.00%,48.83%,49.11%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
11,12,Buffalo,53.42%,53.89%,35.44%,36.33%,64.81%,51.39%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
12,13,New England,52.98%,49.78%,63.78%,59.50%,48.63%,53.38%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
13,14,Philadelphia,52.71%,52.30%,62.00%,58.11%,49.11%,53.16%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
14,15,Pittsburgh,52.33%,57.89%,64.56%,52.67%,52.11%,45.19%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
15,16,Las Vegas,50.33%,52.70%,37.89%,47.22%,52.41%,53.86%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
16,17,Cleveland,49.93%,47.44%,42.44%,47.67%,53.33%,45.95%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
17,18,Miami,49.80%,42.52%,54.67%,33.22%,60.85%,44.53%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
18,19,Tennessee,48.22%,35.78%,45.00%,52.50%,45.37%,52.51%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
19,20,Atlanta,48.00%,54.89%,59.89%,47.44%,48.37%,45.46%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
20,21,LA Chargers,46.64%,46.52%,57.56%,41.11%,50.33%,47.72%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
21,22,LA Rams,45.91%,44.11%,39.44%,45.56%,46.44%,42.70%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
22,23,Tampa Bay,45.89%,40.74%,40.11%,40.74%,53.61%,51.75%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
23,24,NY Jets,44.62%,41.11%,45.33%,44.26%,45.17%,47.99%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
24,25,Dallas,44.42%,47.07%,60.56%,40.30%,50.61%,45.51%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
25,26,Detroit,44.33%,43.78%,36.22%,42.26%,47.44%,44.24%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
26,27,Chicago,43.33%,48.93%,73.89%,27.83%,53.67%,50.24%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
27,28,Baltimore,42.84%,46.59%,45.44%,38.59%,49.22%,55.42%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
28,29,Seattle,42.51%,51.56%,41.78%,41.72%,43.04%,46.73%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
29,30,Minnesota,40.07%,39.00%,26.11%,36.67%,45.17%,47.97%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
30,31,Indianapolis,38.49%,49.04%,41.78%,52.67%,29.04%,54.56%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
31,32,Carolina,35.51%,33.30%,39.44%,34.78%,38.44%,47.65%,2022-10-11,/nfl/stat/3rd-quarter-time-of-possession-share-pct
